"Town","FIPS","Year","Entry","Rank","Variable","Measure Type","Value"
"Stafford","0901372090",2014,"3M Water Purification Inc",6,"Percent of Net Grand List","Percent",0.41
"Stafford","0901372090",2014,"American Woolen Co",7,"Percent of Net Grand List","Percent",0.36
"Stafford","0901372090",2014,"Pacchochi David",8,"Percent of Net Grand List","Percent",0.29
"Stafford","0901372090",2014,"Cuno Inc",9,"Percent of Net Grand List","Percent",0.26
"Stafford","0901372090",2014,"Roaring Brook Campground Association Inc",10,"Percent of Net Grand List","Percent",0.23
"Stafford","0901372090",2014,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",23.21
"Stafford","0901372090",2014,"Big Y",2,"Percent of Top 10 Total Grand List","Percent",15.4
"Stafford","0901372090",2014,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",11.69
"Stafford","0901372090",2014,"Pisciotta Wayne & Jean LLC",4,"Percent of Top 10 Total Grand List","Percent",11.12
"Stafford","0901372090",2014,"TIM Printed Circuit Group Inc",5,"Percent of Top 10 Total Grand List","Percent",10.57
"Stafford","0901372090",2014,"3M Water Purification Inc",6,"Percent of Top 10 Total Grand List","Percent",7.43
"Stafford","0901372090",2014,"American Woolen Co",7,"Percent of Top 10 Total Grand List","Percent",6.54
"Stafford","0901372090",2014,"Pacchochi David",8,"Percent of Top 10 Total Grand List","Percent",5.12
"Stafford","0901372090",2014,"Cuno Inc",9,"Percent of Top 10 Total Grand List","Percent",4.73
"Stafford","0901372090",2014,"Roaring Brook Campground Association Inc",10,"Percent of Top 10 Total Grand List","Percent",4.19
"Stafford","0901372090",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.22
"Stafford","0901372090",2014,"Big Y",2,"Percent of Total Grand List","Percent",0.81
"Stafford","0901372090",2014,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",0.62
"Stafford","0901372090",2014,"Pisciotta Wayne & Jean LLC",4,"Percent of Total Grand List","Percent",0.59
"Stafford","0901372090",2014,"TIM Printed Circuit Group Inc",5,"Percent of Total Grand List","Percent",0.56
"Stafford","0901372090",2014,"3M Water Purification Inc",6,"Percent of Total Grand List","Percent",0.39
"Stafford","0901372090",2014,"American Woolen Co",7,"Percent of Total Grand List","Percent",0.34
"Stafford","0901372090",2014,"Pacchochi David",8,"Percent of Total Grand List","Percent",0.27
"Stafford","0901372090",2014,"Cuno Inc",9,"Percent of Total Grand List","Percent",0.25
"Stafford","0901372090",2014,"Roaring Brook Campground Association Inc",10,"Percent of Total Grand List","Percent",0.22
"Stamford","0900173070",2009,"RFR Properties",1,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"First Stamford",2,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"UBS AG Stamford",3,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Antaries",4,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Avalon Properties",5,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"HPHV",6,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Four Hundred Atlantic Title",7,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Antaries/BLT Group",8,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Landmark",9,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"Rich-Taubman",10,"Grand List Value","Number",-6666
"Stamford","0900173070",2009,"RFR Properties",1,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"First Stamford",2,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"UBS AG Stamford",3,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries",4,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Avalon Properties",5,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"HPHV",6,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Four Hundred Atlantic Title",7,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries/BLT Group",8,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Landmark",9,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"Rich-Taubman",10,"Percent of Net Grand List","Percent",-6666
"Stamford","0900173070",2009,"RFR Properties",1,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"First Stamford",2,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"UBS AG Stamford",3,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries",4,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Avalon Properties",5,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"HPHV",6,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Four Hundred Atlantic Title",7,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries/BLT Group",8,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Landmark",9,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Rich-Taubman",10,"Percent of Top 10 Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"RFR Properties",1,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"First Stamford",2,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"UBS AG Stamford",3,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries",4,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Avalon Properties",5,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"HPHV",6,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Four Hundred Atlantic Title",7,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Antaries/BLT Group",8,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Landmark",9,"Percent of Total Grand List","Percent",-6666
"Stamford","0900173070",2009,"Rich-Taubman",10,"Percent of Total Grand List","Percent",-6666
"Sterling","0901573420",2014,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",3977440
"Sterling","0901573420",2014,"Falls Creek Farm Corp",2,"Grand List Value","Number",2608410
"Sterling","0901573420",2014,"Reenergy Sterling CT",3,"Grand List Value","Number",2316360
"Sterling","0901573420",2014,"Sterling Materials",4,"Grand List Value","Number",1099140
"Sterling","0901573420",2014,"Corson Charles W Jr",5,"Grand List Value","Number",875150
"Sterling","0901573420",2014,"Dubois Chemicals Inc",6,"Grand List Value","Number",797302
"Sterling","0901573420",2014,"Faiella Enterses LLC",7,"Grand List Value","Number",746750
"Sterling","0901573420",2014,"Gibson Park LLC",8,"Grand List Value","Number",703150
"Sterling","0901573420",2014,"Winterbloom Farm LLC",9,"Grand List Value","Number",684770
"Sterling","0901573420",2014,"LTD Properties LLC",10,"Grand List Value","Number",5696190
"Sterling","0901573420",2014,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",1.77
"Sterling","0901573420",2014,"Falls Creek Farm Corp",2,"Percent of Net Grand List","Percent",1.16
"Sterling","0901573420",2014,"Reenergy Sterling CT",3,"Percent of Net Grand List","Percent",1.03
"Sterling","0901573420",2014,"Sterling Materials",4,"Percent of Net Grand List","Percent",0.49
"Sterling","0901573420",2014,"Corson Charles W Jr",5,"Percent of Net Grand List","Percent",0.39
"Sterling","0901573420",2014,"Dubois Chemicals Inc",6,"Percent of Net Grand List","Percent",0.36
"Sterling","0901573420",2014,"Faiella Enterses LLC",7,"Percent of Net Grand List","Percent",0.33
"Sterling","0901573420",2014,"Gibson Park LLC",8,"Percent of Net Grand List","Percent",0.31
"Sterling","0901573420",2014,"Winterbloom Farm LLC",9,"Percent of Net Grand List","Percent",0.31
"Sterling","0901573420",2014,"LTD Properties LLC",10,"Percent of Net Grand List","Percent",2.54
"Sterling","0901573420",2014,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",20.39
"Sterling","0901573420",2014,"Falls Creek Farm Corp",2,"Percent of Top 10 Total Grand List","Percent",13.37
"Sterling","0901573420",2014,"Reenergy Sterling CT",3,"Percent of Top 10 Total Grand List","Percent",11.88
"Sterling","0901573420",2014,"Sterling Materials",4,"Percent of Top 10 Total Grand List","Percent",5.64
"Sterling","0901573420",2014,"Corson Charles W Jr",5,"Percent of Top 10 Total Grand List","Percent",4.49
"Sterling","0901573420",2014,"Dubois Chemicals Inc",6,"Percent of Top 10 Total Grand List","Percent",4.09
"Sterling","0901573420",2014,"Faiella Enterses LLC",7,"Percent of Top 10 Total Grand List","Percent",3.83
"Sterling","0901573420",2014,"Gibson Park LLC",8,"Percent of Top 10 Total Grand List","Percent",3.61
"Sterling","0901573420",2014,"Winterbloom Farm LLC",9,"Percent of Top 10 Total Grand List","Percent",3.51
"Sterling","0901573420",2014,"LTD Properties LLC",10,"Percent of Top 10 Total Grand List","Percent",29.2
"Sterling","0901573420",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.56
"Sterling","0901573420",2014,"Falls Creek Farm Corp",2,"Percent of Total Grand List","Percent",1.03
"Sterling","0901573420",2014,"Reenergy Sterling CT",3,"Percent of Total Grand List","Percent",0.91
"Sterling","0901573420",2014,"Sterling Materials",4,"Percent of Total Grand List","Percent",0.43
"Sterling","0901573420",2014,"Corson Charles W Jr",5,"Percent of Total Grand List","Percent",0.34
"Sterling","0901573420",2014,"Dubois Chemicals Inc",6,"Percent of Total Grand List","Percent",0.31
"Sterling","0901573420",2014,"Faiella Enterses LLC",7,"Percent of Total Grand List","Percent",0.29
"Sterling","0901573420",2014,"Gibson Park LLC",8,"Percent of Total Grand List","Percent",0.28
"Sterling","0901573420",2014,"Winterbloom Farm LLC",9,"Percent of Total Grand List","Percent",0.27
"Sterling","0901573420",2014,"LTD Properties LLC",10,"Percent of Total Grand List","Percent",2.24
"Stonington","0901173770",2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",35466894
"Stonington","0901173770",2016,"Mystic CT Senior Property LLC",2,"Grand List Value","Number",28939289
"Stonington","0901173770",2016,"Senior Living by Masonicare",3,"Grand List Value","Number",20807900
"Stonington","0901173770",2016,"Aquarion Water Co",4,"Grand List Value","Number",15632506
"Stonington","0901173770",2016,"Mashantucket Pequot Trive",5,"Grand List Value","Number",11823165
"Stonington","0901173770",2016,"Resnikoff Joyce O Trustee",6,"Grand List Value","Number",10824485
"Stonington","0901173770",2016,"VII-HII Whitehall Avenue LLC",7,"Grand List Value","Number",10285903
"Stonington","0901173770",2016,"DDH Hotel Mystic LLC",8,"Grand List Value","Number",10314755
"Stonington","0901173770",2016,"Davis Standard LLC",9,"Grand List Value","Number",8666660
"Stonington","0901173770",2016,"SMV Mystic LLC",10,"Grand List Value","Number",8657161
"Stonington","0901173770",2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",1.34
"Stonington","0901173770",2016,"Mystic CT Senior Property LLC",2,"Percent of Net Grand List","Percent",1.09
"Stonington","0901173770",2016,"Senior Living by Masonicare",3,"Percent of Net Grand List","Percent",0.79
"Stonington","0901173770",2016,"Aquarion Water Co",4,"Percent of Net Grand List","Percent",0.59
"Stonington","0901173770",2016,"Mashantucket Pequot Trive",5,"Percent of Net Grand List","Percent",0.45
"Stonington","0901173770",2016,"Resnikoff Joyce O Trustee",6,"Percent of Net Grand List","Percent",0.41
"Stonington","0901173770",2016,"VII-HII Whitehall Avenue LLC",7,"Percent of Net Grand List","Percent",0.39
"Stonington","0901173770",2016,"DDH Hotel Mystic LLC",8,"Percent of Net Grand List","Percent",0.39
"Stonington","0901173770",2016,"Davis Standard LLC",9,"Percent of Net Grand List","Percent",0.33
"Stonington","0901173770",2016,"SMV Mystic LLC",10,"Percent of Net Grand List","Percent",0.33
"Stonington","0901173770",2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",21.97
"Stonington","0901173770",2016,"Mystic CT Senior Property LLC",2,"Percent of Top 10 Total Grand List","Percent",17.93
"Stonington","0901173770",2016,"Senior Living by Masonicare",3,"Percent of Top 10 Total Grand List","Percent",12.89
"Stonington","0901173770",2016,"Aquarion Water Co",4,"Percent of Top 10 Total Grand List","Percent",9.68
"Stonington","0901173770",2016,"Mashantucket Pequot Trive",5,"Percent of Top 10 Total Grand List","Percent",7.32
"Stonington","0901173770",2016,"Resnikoff Joyce O Trustee",6,"Percent of Top 10 Total Grand List","Percent",6.71
"Stonington","0901173770",2016,"VII-HII Whitehall Avenue LLC",7,"Percent of Top 10 Total Grand List","Percent",6.37
"Stonington","0901173770",2016,"DDH Hotel Mystic LLC",8,"Percent of Top 10 Total Grand List","Percent",6.39
"Stonington","0901173770",2016,"Davis Standard LLC",9,"Percent of Top 10 Total Grand List","Percent",5.37
"Stonington","0901173770",2016,"SMV Mystic LLC",10,"Percent of Top 10 Total Grand List","Percent",5.36
"Stonington","0901173770",2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.32
"Stonington","0901173770",2016,"Mystic CT Senior Property LLC",2,"Percent of Total Grand List","Percent",1.08
"Stonington","0901173770",2016,"Senior Living by Masonicare",3,"Percent of Total Grand List","Percent",0.78
"Stonington","0901173770",2016,"Aquarion Water Co",4,"Percent of Total Grand List","Percent",0.58
"Stonington","0901173770",2016,"Mashantucket Pequot Trive",5,"Percent of Total Grand List","Percent",0.44
"Stonington","0901173770",2016,"Resnikoff Joyce O Trustee",6,"Percent of Total Grand List","Percent",0.4
"Stonington","0901173770",2016,"VII-HII Whitehall Avenue LLC",7,"Percent of Total Grand List","Percent",0.38
"Stonington","0901173770",2016,"DDH Hotel Mystic LLC",8,"Percent of Total Grand List","Percent",0.39
"Stonington","0901173770",2016,"Davis Standard LLC",9,"Percent of Total Grand List","Percent",0.32
"Stonington","0901173770",2016,"SMV Mystic LLC",10,"Percent of Total Grand List","Percent",0.32
"Stratford","0900174190",2016,"Unite Illuminating Co",1,"Grand List Value","Number",93654390
"Stratford","0900174190",2016,"Sikorsky Aircraft Corp",2,"Grand List Value","Number",73024680
"Stratford","0900174190",2016,"Southern CT Gas Co",3,"Grand List Value","Number",25759220
"Stratford","0900174190",2016,"Second Avenue Development",4,"Grand List Value","Number",21192150
"Stratford","0900174190",2016,"Lockheed Martin Co",5,"Grand List Value","Number",21094550
"Stratford","0900174190",2016,"Stonybrook Gardens COOP Inc",6,"Grand List Value","Number",19099710
"Stratford","0900174190",2016,"UB Dockside LLC",7,"Grand List Value","Number",17097220
"Stratford","0900174190",2016,"Avalon at Stratford LLC",8,"Grand List Value","Number",16277170
"Stratford","0900174190",2016,"Kramont Operating Partnership",9,"Grand List Value","Number",15497580
"Stratford","0900174190",2016,"UB Railside LLC",10,"Grand List Value","Number",13724270
"Stratford","0900174190",2016,"Unite Illuminating Co",1,"Percent of Net Grand List","Percent",2.08
"Stratford","0900174190",2016,"Sikorsky Aircraft Corp",2,"Percent of Net Grand List","Percent",1.63
"Stratford","0900174190",2016,"Southern CT Gas Co",3,"Percent of Net Grand List","Percent",0.57
"Stratford","0900174190",2016,"Second Avenue Development",4,"Percent of Net Grand List","Percent",0.47
"Stratford","0900174190",2016,"Lockheed Martin Co",5,"Percent of Net Grand List","Percent",0.47
"Stratford","0900174190",2016,"Stonybrook Gardens COOP Inc",6,"Percent of Net Grand List","Percent",0.43
"Stratford","0900174190",2016,"UB Dockside LLC",7,"Percent of Net Grand List","Percent",0.38
"Stratford","0900174190",2016,"Avalon at Stratford LLC",8,"Percent of Net Grand List","Percent",0.36
"Stratford","0900174190",2016,"Kramont Operating Partnership",9,"Percent of Net Grand List","Percent",0.34
"Stratford","0900174190",2016,"UB Railside LLC",10,"Percent of Net Grand List","Percent",0.31
"Stratford","0900174190",2016,"Unite Illuminating Co",1,"Percent of Top 10 Total Grand List","Percent",29.6
"Stratford","0900174190",2016,"Sikorsky Aircraft Corp",2,"Percent of Top 10 Total Grand List","Percent",23.08
"Stratford","0900174190",2016,"Southern CT Gas Co",3,"Percent of Top 10 Total Grand List","Percent",8.14
"Stratford","0900174190",2016,"Second Avenue Development",4,"Percent of Top 10 Total Grand List","Percent",6.7
"Stratford","0900174190",2016,"Lockheed Martin Co",5,"Percent of Top 10 Total Grand List","Percent",6.67
"Stratford","0900174190",2016,"Stonybrook Gardens COOP Inc",6,"Percent of Top 10 Total Grand List","Percent",6.04
"Stratford","0900174190",2016,"UB Dockside LLC",7,"Percent of Top 10 Total Grand List","Percent",5.4
"Stratford","0900174190",2016,"Avalon at Stratford LLC",8,"Percent of Top 10 Total Grand List","Percent",5.14
"Stratford","0900174190",2016,"Kramont Operating Partnership",9,"Percent of Top 10 Total Grand List","Percent",4.9
"Stratford","0900174190",2016,"UB Railside LLC",10,"Percent of Top 10 Total Grand List","Percent",4.34
"Stratford","0900174190",2016,"Unite Illuminating Co",1,"Percent of Total Grand List","Percent",1.81
"Stratford","0900174190",2016,"Sikorsky Aircraft Corp",2,"Percent of Total Grand List","Percent",1.41
"Stratford","0900174190",2016,"Southern CT Gas Co",3,"Percent of Total Grand List","Percent",0.5
"Stratford","0900174190",2016,"Second Avenue Development",4,"Percent of Total Grand List","Percent",0.41
"Stratford","0900174190",2016,"Lockheed Martin Co",5,"Percent of Total Grand List","Percent",0.41
"Stratford","0900174190",2016,"Stonybrook Gardens COOP Inc",6,"Percent of Total Grand List","Percent",0.37
"Stratford","0900174190",2016,"UB Dockside LLC",7,"Percent of Total Grand List","Percent",0.33
"Stratford","0900174190",2016,"Avalon at Stratford LLC",8,"Percent of Total Grand List","Percent",0.31
"Stratford","0900174190",2016,"Kramont Operating Partnership",9,"Percent of Total Grand List","Percent",0.3
"Stratford","0900174190",2016,"UB Railside LLC",10,"Percent of Total Grand List","Percent",0.27
"Suffield","0900374540",2013,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Suffield By the River",2,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Suffield Realty Trust",3,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Praxair Inc.",4,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Connecticut Water Co",5,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Moffie Harold J",6,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Four F Trust",7,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"NN Acquistions",8,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"HP Hood",9,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Fuller Alfred II Trustee",10,"Grand List Value","Number",-6666
"Suffield","0900374540",2013,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield By the River",2,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield Realty Trust",3,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Praxair Inc.",4,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Connecticut Water Co",5,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Moffie Harold J",6,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Four F Trust",7,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"NN Acquistions",8,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"HP Hood",9,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Fuller Alfred II Trustee",10,"Percent of Net Grand List","Percent",-6666
"Suffield","0900374540",2013,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield By the River",2,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield Realty Trust",3,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Praxair Inc.",4,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Connecticut Water Co",5,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Moffie Harold J",6,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Four F Trust",7,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"NN Acquistions",8,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"HP Hood",9,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Fuller Alfred II Trustee",10,"Percent of Top 10 Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield By the River",2,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Suffield Realty Trust",3,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Praxair Inc.",4,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Connecticut Water Co",5,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Moffie Harold J",6,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Four F Trust",7,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"NN Acquistions",8,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"HP Hood",9,"Percent of Total Grand List","Percent",-6666
"Suffield","0900374540",2013,"Fuller Alfred II Trustee",10,"Percent of Total Grand List","Percent",-6666
"Thomaston","0900575730",2016,"Albea",1,"Grand List Value","Number",9487410
"Thomaston","0900575730",2016,"CT Light & Power",2,"Grand List Value","Number",9004100
"Thomaston","0900575730",2016,"Thomaston Savings Bank",3,"Grand List Value","Number",3800630
"Thomaston","0900575730",2016,"Yankee Gas Services Co",4,"Grand List Value","Number",3638100
"Thomaston","0900575730",2016,"CT Water Co",5,"Grand List Value","Number",3490260
"Thomaston","0900575730",2016,"Thomaston Valley Village",6,"Grand List Value","Number",3005450
"Thomaston","0900575730",2016,"GLC Associates One LLC",7,"Grand List Value","Number",2724210
"Thomaston","0900575730",2016,"Summit Corp of America",8,"Grand List Value","Number",2636990
"Thomaston","0900575730",2016,"Tyler Properties",9,"Grand List Value","Number",2405900
"Thomaston","0900575730",2016,"Subs Realty LLC",10,"Grand List Value","Number",2238040
"Thomaston","0900575730",2016,"Albea",1,"Percent of Net Grand List","Percent",1.73
"Thomaston","0900575730",2016,"CT Light & Power",2,"Percent of Net Grand List","Percent",1.64
"Thomaston","0900575730",2016,"Thomaston Savings Bank",3,"Percent of Net Grand List","Percent",0.69
"Thomaston","0900575730",2016,"Yankee Gas Services Co",4,"Percent of Net Grand List","Percent",0.66
"Thomaston","0900575730",2016,"CT Water Co",5,"Percent of Net Grand List","Percent",0.64
"Thomaston","0900575730",2016,"Thomaston Valley Village",6,"Percent of Net Grand List","Percent",0.55
"Thomaston","0900575730",2016,"GLC Associates One LLC",7,"Percent of Net Grand List","Percent",0.5
"Thomaston","0900575730",2016,"Summit Corp of America",8,"Percent of Net Grand List","Percent",0.48
"Thomaston","0900575730",2016,"Tyler Properties",9,"Percent of Net Grand List","Percent",0.44
"Thomaston","0900575730",2016,"Subs Realty LLC",10,"Percent of Net Grand List","Percent",0.41
"Thomaston","0900575730",2016,"Albea",1,"Percent of Top 10 Total Grand List","Percent",22.36
"Thomaston","0900575730",2016,"CT Light & Power",2,"Percent of Top 10 Total Grand List","Percent",21.22
"Thomaston","0900575730",2016,"Thomaston Savings Bank",3,"Percent of Top 10 Total Grand List","Percent",8.96
"Thomaston","0900575730",2016,"Yankee Gas Services Co",4,"Percent of Top 10 Total Grand List","Percent",8.57
"Thomaston","0900575730",2016,"CT Water Co",5,"Percent of Top 10 Total Grand List","Percent",8.23
"Thomaston","0900575730",2016,"Thomaston Valley Village",6,"Percent of Top 10 Total Grand List","Percent",7.08
"Thomaston","0900575730",2016,"GLC Associates One LLC",7,"Percent of Top 10 Total Grand List","Percent",6.42
"Thomaston","0900575730",2016,"Summit Corp of America",8,"Percent of Top 10 Total Grand List","Percent",6.21
"Thomaston","0900575730",2016,"Tyler Properties",9,"Percent of Top 10 Total Grand List","Percent",5.67
"Thomaston","0900575730",2016,"Subs Realty LLC",10,"Percent of Top 10 Total Grand List","Percent",5.27
"Thomaston","0900575730",2016,"Albea",1,"Percent of Total Grand List","Percent",1.63
"Thomaston","0900575730",2016,"CT Light & Power",2,"Percent of Total Grand List","Percent",1.55
"Thomaston","0900575730",2016,"Thomaston Savings Bank",3,"Percent of Total Grand List","Percent",0.65
"Thomaston","0900575730",2016,"Yankee Gas Services Co",4,"Percent of Total Grand List","Percent",0.63
"Thomaston","0900575730",2016,"CT Water Co",5,"Percent of Total Grand List","Percent",0.6
"Thomaston","0900575730",2016,"Thomaston Valley Village",6,"Percent of Total Grand List","Percent",0.52
"Thomaston","0900575730",2016,"GLC Associates One LLC",7,"Percent of Total Grand List","Percent",0.47
"Thomaston","0900575730",2016,"Summit Corp of America",8,"Percent of Total Grand List","Percent",0.45
"Thomaston","0900575730",2016,"Tyler Properties",9,"Percent of Total Grand List","Percent",0.41
"Thomaston","0900575730",2016,"Subs Realty LLC",10,"Percent of Total Grand List","Percent",0.38
"Thompson","0901575870",2014,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Melrose Associates",2,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Quinnatisset Country Club, Inc.",3,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"NORAMPAC-Thompson",4,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"North Grosvenordale Restoration",5,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Thompson CT Assoc",6,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Quinebaug Park, Inc.",7,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Thompson Housing Authority",8,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Town of Thompson",9,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Thompson Rail Business Park",10,"Grand List Value","Number",-6666
"Thompson","0901575870",2014,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Melrose Associates",2,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinnatisset Country Club, Inc.",3,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"NORAMPAC-Thompson",4,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"North Grosvenordale Restoration",5,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson CT Assoc",6,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinebaug Park, Inc.",7,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Housing Authority",8,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Town of Thompson",9,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Rail Business Park",10,"Percent of Net Grand List","Percent",-6666
"Thompson","0901575870",2014,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Melrose Associates",2,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinnatisset Country Club, Inc.",3,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"NORAMPAC-Thompson",4,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"North Grosvenordale Restoration",5,"Percent of Top 10 Total Grand List","Percent",-6666
